track,note,start,end
1,76,142800,142980
1,64,142800,143040
1,59,142800,143040
1,52,142800,143040
2,40,142800,142920
1,76,142980,143040
1,67,143040,143280
1,62,143040,143280
1,55,143040,143280
1,78,143040,143400
2,43,143040,143160
3,57,143040,143520
3,35,143040,143520
1,64,143400,143640
1,59,143400,143640
1,52,143400,143640
1,76,143400,143760
2,40,143400,143520
3,57,143520,144000
3,38,143520,144000
1,62,143760,144000
1,57,143760,144000
1,50,143760,144000
1,76,143760,144000
2,38,143760,144000
1,60,144000,144960
1,55,144000,144960
1,48,144000,144960
1,79,144000,144960
2,36,144000,144960
3,57,144000,144480
3,35,144000,144480
3,57,144480,144960
3,38,144480,144960
1,59,144960,145920
1,54,144960,145920
1,47,144960,145920
1,79,144960,145920
2,35,144960,145920
3,57,144960,145440
3,35,144960,145440
3,57,145440,145920
3,38,145440,145920
1,57,145860,145920
1,52,145860,145920
1,45,145860,145920
1,75,145860,145920
1,64,145920,146640
1,59,145920,146640
1,52,145920,146640
1,76,145920,146640
2,40,145920,146640
3,57,145920,146400
3,35,145920,146400
3,57,146400,146640
3,38,146400,146640
1,76,146640,146820
1,64,146640,146880
1,59,146640,146880
1,52,146640,146880
2,40,146640,146760
3,35,146640,146880
1,76,146820,146880
1,67,146880,147120
1,62,146880,147120
1,55,146880,147120
1,78,146880,147240
2,43,146880,147000
3,57,146880,147360
3,35,146880,147360
1,64,147240,147480
1,59,147240,147480
1,52,147240,147480
1,76,147240,147600
2,40,147240,147360
3,57,147360,147600
3,35,147360,147600
1,62,147600,147840
1,57,147600,147840
1,50,147600,147840
1,76,147600,147840
2,38,147600,147840
3,38,147600,147840
1,60,147840,148200
1,55,147840,148200
1,48,147840,148200
1,78,147840,148200
2,36,147840,148200
3,57,147840,148320
3,35,147840,148320
1,62,148200,148560
1,57,148200,148560
1,50,148200,148560
1,76,148200,148560
2,38,148200,148560
3,57,148320,148800
3,38,148320,148800
1,60,148560,148800
1,55,148560,148800
1,48,148560,148800
1,72,148560,148800
2,36,148560,148800
1,59,148800,149280
1,54,148800,149280
1,47,148800,149280
1,71,148800,149760
2,35,148800,149280
3,57,148800,149280
3,35,148800,149280
1,57,149280,149760
1,52,149280,149760
1,45,149280,149760
2,33,149280,149760
3,57,149280,149760
3,38,149280,149760
1,50,149760,150000
1,43,149760,150000
1,43,149760,150000
2,31,149760,150000
3,57,149760,150240
3,35,149760,150240
1,50,150000,150240
1,43,150000,150240
1,43,150000,150240
2,31,150000,150240
1,50,150240,150480
1,43,150240,150480
1,43,150240,150480
2,31,150240,150480
3,42,150240,150720
1,50,150480,150720
1,43,150480,150720
1,43,150480,150720
2,31,150480,150720
1,50,150720,150960
1,43,150720,150960
1,43,150720,150960
2,31,150720,150960
3,42,150720,151200
1,50,150960,151200
1,43,150960,151200
1,43,150960,151200
2,31,150960,151200
1,50,151200,151440
1,43,151200,151440
1,43,151200,151440
2,31,151200,151440
3,42,151200,151680
1,50,151440,151680
1,43,151440,151680
1,43,151440,151680
2,31,151440,151680
1,45,151680,151920
1,40,151680,151920
1,45,151680,151920
2,33,151680,151920
3,57,151680,152160
3,35,151680,152160
1,45,151920,152160
1,40,151920,152160
1,45,151920,152160
2,33,151920,152160
1,52,152160,152400
1,45,152160,152400
1,40,152160,152400
1,45,152160,152400
2,33,152160,152400
3,42,152160,152640
1,52,152400,152640
1,45,152400,152640
1,40,152400,152640
1,45,152400,152640
2,33,152400,152640
1,57,152640,152880
1,52,152640,152880
1,45,152640,152880
1,40,152640,152880
1,45,152640,152880
2,33,152640,152880
3,42,152640,153120
1,61,152880,153120
1,57,152880,153120
1,52,152880,153120
1,45,152880,153120
1,40,152880,153120
1,45,152880,153120
2,33,152880,153120
1,64,153120,153360
1,61,153120,153360
1,57,153120,153360
1,52,153120,153360
1,45,153120,153360
1,40,153120,153360
1,45,153120,153360
2,33,153120,153360
3,42,153120,153600
1,64,153360,153600
1,61,153360,153600
1,57,153360,153600
1,52,153360,153600
1,45,153360,153600
1,40,153360,153600
1,45,153360,153600
2,33,153360,153600
1,40,153600,155520
2,40,153600,154320
2,40,154320,154440
2,43,154560,154680
2,40,154920,155040
2,38,155280,155520
2,36,155520,156480
2,35,156480,157440
1,40,157440,159360
2,40,157440,158160
3,44,157440,157920
3,41,157440,157920
3,35,157440,157920
3,44,157920,158400
3,41,157920,158400
3,35,157920,158400
2,40,158160,158280
2,43,158400,158520
3,44,158400,158880
3,41,158400,158880
3,35,158400,158880
2,40,158760,158880
3,44,158880,159360
3,41,158880,159360
3,35,158880,159360
2,38,159120,159360
2,36,159360,160320
3,44,159360,159840
3,41,159360,159840
3,35,159360,159840
3,44,159840,160320
3,41,159840,160320
3,35,159840,160320
2,35,160320,161280
3,44,160320,160800
3,41,160320,160800
3,35,160320,160800
3,44,160800,161280
3,41,160800,161280
3,35,160800,161280
2,40,161280,162000
3,44,161280,161760
3,41,161280,161760
3,35,161280,161760
3,44,161760,162240
3,41,161760,162240
3,35,161760,162240
2,40,162000,162120
2,43,162240,162360
3,44,162240,162720
3,41,162240,162720
3,35,162240,162720
2,40,162600,162720
3,44,162720,163200
3,41,162720,163200
3,35,162720,163200
2,38,162960,163200
2,36,163200,164160
3,44,163200,163680
3,41,163200,163680
3,35,163200,163680
3,44,163680,164160
3,41,163680,164160
3,35,163680,164160
2,35,164160,165120
3,44,164160,164640
3,41,164160,164640
3,35,164160,164640
3,44,164640,165120
3,41,164640,165120
3,35,164640,165120
2,40,165120,165840
3,44,165120,165600
3,41,165120,165600
3,35,165120,165600
3,44,165600,166080
3,41,165600,166080
3,35,165600,166080
2,40,165840,165960
2,43,166080,166200
3,44,166080,166560
3,41,166080,166560
3,35,166080,166560
2,40,166440,166560
3,44,166560,167040
3,41,166560,167040
3,35,166560,167040
2,38,166800,167040
2,36,167040,168000
3,44,167040,167520
3,41,167040,167520
3,35,167040,167520
3,44,167520,168000
3,41,167520,168000
3,35,167520,168000
2,35,168000,168960
3,44,168000,168480
3,41,168000,168480
3,35,168000,168480
3,44,168480,168960
3,41,168480,168960
3,35,168480,168960
2,40,168960,169680
3,44,168960,169440
3,41,168960,169440
3,35,168960,169440
3,44,169440,169920
3,41,169440,169920
3,35,169440,169920
2,40,169680,169800
2,43,169920,170040
3,44,169920,170400
3,41,169920,170400
3,35,169920,170400
2,40,170280,170400
3,44,170400,170880
3,41,170400,170880
3,35,170400,170880
2,38,170640,170880
2,36,170880,171840
3,44,170880,171360
3,41,170880,171360
3,35,170880,171360
3,44,171360,171840
3,41,171360,171840
3,35,171360,171840
2,35,171840,172800
3,44,171840,172320
3,41,171840,172320
3,35,171840,172320
3,44,172320,172800
3,41,172320,172800
3,35,172320,172800
2,40,172800,173520
3,44,172800,173280
3,41,172800,173280
3,35,172800,173280
3,44,173280,173760
3,41,173280,173760
3,35,173280,173760
2,40,173520,173640
2,43,173760,173880
3,44,173760,174240
3,41,173760,174240
3,35,173760,174240
2,40,174120,174240
3,44,174240,174720
3,41,174240,174720
3,35,174240,174720
2,38,174480,174720
2,36,174720,175680
3,44,174720,175200
3,41,174720,175200
3,35,174720,175200
3,44,175200,175680
3,41,175200,175680
3,35,175200,175680
2,35,175680,176640
3,44,175680,176160
3,41,175680,176160
3,35,175680,176160
3,44,176160,176640
3,41,176160,176640
3,35,176160,176640
2,40,176640,177360
3,44,176640,177120
3,41,176640,177120
3,35,176640,177120
3,44,177120,177600
3,41,177120,177600
3,35,177120,177600
2,40,177360,177480
2,43,177600,177720
3,44,177600,178080
3,41,177600,178080
3,35,177600,178080
2,40,177960,178080
3,44,178080,178560
3,41,178080,178560
3,35,178080,178560
2,38,178320,178560
2,36,178560,179520
3,44,178560,179040
3,41,178560,179040
3,35,178560,179040
3,44,179040,179520
3,41,179040,179520
3,35,179040,179520
2,35,179520,180480
3,44,179520,180000
3,41,179520,180000
3,35,179520,180000
3,44,180000,180480
3,41,180000,180480
3,35,180000,180480
2,40,180480,181200
3,44,180480,180960
3,35,180480,180960
3,44,180960,181440
3,38,180960,181440
2,40,181200,181320
2,43,181440,181560
3,44,181440,181920
3,35,181440,181920
2,40,181800,181920
3,44,181920,182400
3,38,181920,182400
2,38,182160,182400
2,36,182400,183360
3,44,182400,182880
3,35,182400,182880
3,44,182880,183360
3,38,182880,183360
2,35,183360,184320
3,44,183360,183840
3,35,183360,183840
3,44,183840,184320
3,38,183840,184320
2,40,184320,185040
3,44,184320,184800
3,35,184320,184800
3,44,184800,185280
3,38,184800,185280
2,40,185040,185160
2,43,185280,185400
3,44,185280,185760
3,35,185280,185760
2,40,185640,185760
3,44,185760,186240
3,38,185760,186240
2,38,186000,186240
2,36,186240,187200
3,44,186240,186720
3,35,186240,186720
3,44,186720,187200
3,38,186720,187200
2,35,187200,188160
3,44,187200,187680
3,35,187200,187680
3,44,187680,188160
3,38,187680,188160
2,40,188160,188880
3,44,188160,188640
3,35,188160,188640
3,44,188640,189120
3,38,188640,189120
2,40,188880,189000
2,43,189120,189240
3,44,189120,189600
3,35,189120,189600
2,40,189480,189600
3,44,189600,190080
3,38,189600,190080
2,38,189840,190080
2,36,190080,191040
3,44,190080,190560
3,35,190080,190560
3,44,190560,191040
3,38,190560,191040
2,35,191040,192000
3,44,191040,191520
3,35,191040,191520
3,44,191520,192000
3,38,191520,192000
2,40,192000,192720
3,44,192000,192480
3,35,192000,192480
3,44,192480,192960
3,38,192480,192960
2,40,192720,192840
2,43,192960,193080
3,44,192960,193440
3,35,192960,193440
2,40,193320,193440
3,44,193440,193920
3,38,193440,193920
2,38,193680,193920
2,36,193920,194880
3,44,193920,194400
3,35,193920,194400
3,44,194400,194880
3,38,194400,194880
2,35,194880,195840
3,44,194880,195360
3,35,194880,195360
3,44,195360,195840
3,38,195360,195840
1,50,195840,196080
1,43,195840,196080
2,31,195840,196080
3,57,195840,196320
3,35,195840,196320
1,50,196080,196320
1,43,196080,196320
2,31,196080,196320
1,50,196320,196560
1,43,196320,196560
2,31,196320,196560
3,42,196320,196800
1,50,196560,196800
1,43,196560,196800
2,31,196560,196800
1,50,196800,197040
1,43,196800,197040
2,31,196800,197040
3,42,196800,197280
1,50,197040,197280
1,43,197040,197280
2,31,197040,197280
1,50,197280,197520
1,43,197280,197520
2,31,197280,197520
3,42,197280,197760
1,50,197520,197760
1,43,197520,197760
2,31,197520,197760
1,45,197760,198000
1,40,197760,198000
2,33,197760,198000
3,57,197760,198240
3,35,197760,198240
1,45,198000,198240
1,40,198000,198240
2,33,198000,198240
1,52,198240,198480
1,45,198240,198480
1,40,198240,198480
2,33,198240,198480
3,42,198240,198720
1,52,198480,198720
1,45,198480,198720
1,40,198480,198720
2,33,198480,198720
1,57,198720,198960
1,52,198720,198960
1,45,198720,198960
1,40,198720,198960
2,33,198720,198960
3,42,198720,199200
1,61,198960,199200
1,57,198960,199200
1,52,198960,199200
1,45,198960,199200
1,40,198960,199200
2,33,198960,199200
1,64,199200,199440
1,61,199200,199440
1,57,199200,199440
1,52,199200,199440
1,45,199200,199440
1,40,199200,199440
2,33,199200,199440
3,42,199200,199680
1,64,199440,199680
1,61,199440,199680
1,40,199440,199680
2,33,199440,199680
1,57,199620,199680
1,52,199620,199680
1,45,199620,199680
1,64,199680,200400
1,59,199680,200400
1,52,199680,200400
2,40,199680,200400
3,57,199680,200160
3,35,199680,200160
3,57,200160,200640
3,38,200160,200640
1,64,200400,200640
1,59,200400,200640
1,52,200400,200640
2,40,200400,200520
1,67,200640,200880
1,62,200640,200880
1,55,200640,200880
2,43,200640,200760
3,57,200640,201120
3,35,200640,201120
1,64,201000,201240
1,59,201000,201240
1,52,201000,201240
2,40,201000,201120
3,57,201120,201600
3,38,201120,201600
1,62,201360,201600
1,57,201360,201600
1,50,201360,201600
2,38,201360,201600
1,60,201600,202560
1,55,201600,202560
1,48,201600,202560
2,36,201600,202560
3,57,201600,202080
3,35,201600,202080
3,57,202080,202560
3,38,202080,202560
1,59,202560,203520
1,54,202560,203520
1,47,202560,203520
2,35,202560,203520
3,57,202560,203040
3,35,202560,203040
3,57,203040,203520
3,38,203040,203520
1,57,203460,203520
1,52,203460,203520
1,45,203460,203520
1,64,203520,204240
1,59,203520,204240
1,52,203520,204240
2,40,203520,204240
3,57,203520,204000
3,35,203520,204000
3,57,204000,204240
3,38,204000,204240
1,64,204240,204480
1,59,204240,204480
1,52,204240,204480
2,40,204240,204360
3,35,204240,204480
1,67,204480,204720
1,62,204480,204720
1,55,204480,204720
2,43,204480,204600
3,57,204480,204960
3,35,204480,204960
1,64,204840,205080
1,59,204840,205080
1,52,204840,205080
2,40,204840,204960
3,57,204960,205200
3,35,204960,205200
1,62,205200,205440
1,57,205200,205440
1,50,205200,205440
2,38,205200,205440
3,38,205200,205440
1,60,205440,205800
1,55,205440,205800
1,48,205440,205800
2,36,205440,205800
3,57,205440,205920
3,35,205440,205920
1,62,205800,206160
1,57,205800,206160
1,50,205800,206160
2,38,205800,206160
3,57,205920,206400
3,38,205920,206400
1,60,206160,206400
1,55,206160,206400
1,48,206160,206400
2,36,206160,206400
1,59,206400,206880
1,54,206400,206880
1,47,206400,206880
2,35,206400,206880
3,57,206400,206880
3,35,206400,206880
2,33,206880,207360
3,57,206880,207360
3,38,206880,207360
1,57,207300,207360
1,52,207300,207360
1,45,207300,207360
1,64,207360,208080
1,59,207360,208080
1,52,207360,208080
2,40,207360,208080
3,57,207360,207840
3,35,207360,207840
3,57,207840,208320
3,38,207840,208320
1,64,208080,208320
1,59,208080,208320
1,52,208080,208320
2,40,208080,208200
1,67,208320,208560
1,62,208320,208560
1,55,208320,208560
2,43,208320,208440
3,57,208320,208800
3,35,208320,208800
1,64,208680,208920
1,59,208680,208920
1,52,208680,208920
2,40,208680,208800
3,57,208800,209280
3,38,208800,209280
1,62,209040,209280
1,57,209040,209280
1,50,209040,209280
2,38,209040,209280
1,60,209280,210240
1,55,209280,210240
1,48,209280,210240
2,36,209280,210240
3,57,209280,209760
3,35,209280,209760
3,57,209760,210240
3,38,209760,210240
1,59,210240,211200
1,54,210240,211200
1,47,210240,211200
2,35,210240,211200
3,57,210240,210720
3,35,210240,210720
3,57,210720,211200
3,38,210720,211200
1,57,211140,211200
1,52,211140,211200
1,45,211140,211200
1,64,211200,211920
1,59,211200,211920
1,52,211200,211920
2,40,211200,211920
3,57,211200,211680
3,35,211200,211680
3,57,211680,211920
3,38,211680,211920
1,64,211920,212160
1,59,211920,212160
1,52,211920,212160
2,40,211920,212040
3,35,211920,212160
1,67,212160,212400
1,62,212160,212400
1,55,212160,212400
2,43,212160,212280
3,57,212160,212640
3,35,212160,212640
1,64,212520,212760
1,59,212520,212760
1,52,212520,212760
2,40,212520,212640
3,57,212640,212880
3,35,212640,212880
1,62,212880,213120
1,57,212880,213120
1,50,212880,213120
2,38,212880,213120
3,38,212880,213120
1,60,213120,213480
1,55,213120,213480
1,48,213120,213480
2,36,213120,213480
3,57,213120,213600
3,35,213120,213600
1,62,213480,213840
1,57,213480,213840
1,50,213480,213840
2,38,213480,213840
3,57,213600,214080
3,38,213600,214080
1,60,213840,214080
1,55,213840,214080
1,48,213840,214080
2,36,213840,214080
1,59,214080,214560
1,54,214080,214560
1,47,214080,214560
2,35,214080,214560
3,57,214080,214560
3,35,214080,214560
1,57,214560,215040
1,52,214560,215040
1,45,214560,215040
2,33,214560,215040
3,57,214560,215040
3,38,214560,215040
1,68,215040,216960
1,64,215040,216960
1,59,215040,216960
1,52,215040,216960
2,40,215040,216960
3,57,215040,216960
3,35,215040,216960
1,68,218400,218880
1,64,218400,218880
1,59,218400,218880
1,52,218400,218880
2,40,218400,218880
3,57,218400,218880
3,35,218400,218880
